"game_name";"game_description";"game_year";"game_cloneof";"game_romof";"video_screen";"video_orientation";"video_x";"video_y";"video_freq";"input_players";"input_control";"input_buttons";"driver_status";"driver_color";"driver_sound"
"peps0716";"Player's Edge Plus (PS0716) River Gambler Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"rapidfire";"Rapid Fire v1.0";1998;"rapidfir";"rapidfir";"raster";"horizontal";320;200;69.202045;2;"lightgun";1;"good";"good";"good"
"ttchamp";"Table Tennis Champions (set 1)";;;;"raster";"horizontal";320;200;60;2;"joy8way";3;"preliminary";"good";"preliminary"
"tickee";"Tickee Tickats";1994;;;"raster";"horizontal";320;200;69.202045;2;"lightgun";1;"good";"good";"good"
"newmcard";"New Magic Card";2000;;;"raster";"horizontal";320;200;60;1;;;"good";"good";"good"
"ttchampa";"Table Tennis Champions (set 2)";;"ttchamp";"ttchamp";"raster";"horizontal";320;200;60;2;"joy8way";3;"preliminary";"good";"preliminary"
"mole";"Mole Attack";1982;;;"raster";"horizontal";320;200;60;2;;;"good";"good";"good"
"pexs0006";"Player's Edge Plus (XS000006) Triple Triple Diamond Slots";1997;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"cfever40";"Casino Fever 4.0";2000;;;"raster";"horizontal";320;200;60;1;;;"good";"good";"good"
"cfever51";"Casino Fever 5.1";2000;;;"raster";"horizontal";320;200;60;1;;;"good";"good";"good"
"klondkp";"KlonDike+";1999;;;"raster";"horizontal";320;200;60;1;"joy8way";1;"good";"good";"good"
"rapidfir";"Rapid Fire v1.1";1998;;;"raster";"horizontal";320;200;69.202045;2;"lightgun";1;"good";"good";"good"
"peps0615";"Player's Edge Plus (PS0615) Chaos Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"pexp0112";"Player's Edge Plus (XP000112) White Hot Aces Poker";1995;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"pexmp017";"Player's Edge Plus (XMP00017) 5-in-1 Wingboard";1995;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"peset038";"Player's Edge Plus (Set038) Set Chip";1987;;;"raster";"horizontal";320;200;60;1;;9;"good";"good";"good"
"peps0014";"Player's Edge Plus (PS0014) Super Joker Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"peps0043";"Player's Edge Plus (PS0043) Double Diamond Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"twinsa";"Twins (set 2)";1994;"twins";"twins";"raster";"horizontal";320;200;50;2;"joy8way";2;"good";"good";"good"
"tour4010";"Tour 4010";2000;;;"raster";"horizontal";320;200;60;1;;;"good";"good";"good"
"tutstomb";"Tut's Tomb";1996;;;"raster";"horizontal";320;200;69.202045;2;"lightgun";1;"good";"good";"good"
"peps0045";"Player's Edge Plus (PS0045) Red White & Blue Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"pexp0019";"Player's Edge Plus (XP000019) Deuces Wild Poker";1995;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"quizo";"Quiz Olympic (set 1)";1985;;;"raster";"horizontal";320;200;60;1;;3;"good";"good";"good"
"pex2069p";"Player's Edge Plus (X002069P) Double Double Bonus Poker";1995;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"peps0308";"Player's Edge Plus (PS0308) Double Jackpot Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"pepp0516";"Player's Edge Plus (PP0516) Double Bonus Poker";1987;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"pebe0014";"Player's Edge Plus (BE0014) Blackjack";1994;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"pepp0043";"Player's Edge Plus (PP0043) 10's or Better";1987;;;"raster";"horizontal";320;200;60;1;;2;"good";"good";"good"
"cfever61";"Casino Fever 6.1";2000;;;"raster";"horizontal";320;200;60;1;;;"good";"good";"good"
"quizoa";"Quiz Olympic (set 2)";1985;"quizo";"quizo";"raster";"horizontal";320;200;60;1;;3;"good";"good";"good"
"peke1012";"Player's Edge Plus (KE1012) Keno";1994;;;"raster";"horizontal";320;200;60;1;"lightgun";15;"good";"good";"good"
"ghoshunt";"Ghost Hunter";1996;;;"raster";"horizontal";320;200;69.202045;2;"lightgun";1;"good";"good";"good"
"peps0022";"Player's Edge Plus (PS0022) Red White & Blue Slots";1996;;;"raster";"horizontal";320;200;60;1;;15;"good";"good";"good"
"rabbit";"Rabbit (Japan)";1997;;;"raster";"horizontal";320;224;60;2;"joy8way";4;"preliminary";"good";"preliminary"
"champwru";"Champion Wrestler (US)";1989;"champwr";"champwr";"raster";"horizontal";320;224;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"champwrj";"Champion Wrestler (Japan)";1989;"champwr";"champwr";"raster";"horizontal";320;224;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"bubsymphu";"Bubble Symphony (Ver 2.5A 1994/10/05)";1994;"bublbob2";"bublbob2";"raster";"horizontal";320;224;58.97;4;"joy8way";4;"good";"good";"good"
"devilw";"Devil World";1987;;;"raster";"horizontal";320;224;60.606061;2;"joy8way";3;"good";"good";"good"
"quizdais";"Quiz Daisousa Sen - The Last Count Down";1991;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"champwr";"Champion Wrestler (World)";1989;;;"raster";"horizontal";320;224;60;2;"joy8way";2;"imperfect";"good";"imperfect"
"dharma";"Dharma Doujou";1994;;;"raster";"horizontal";320;224;60;2;"joy8way";1;"good";"good";"good"
"doubledr";"Double Dragon (Neo-Geo)";1995;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"quarteta";"Quartet (8751 315-5194)";1986;"quartet";"quartet";"raster";"horizontal";320;224;60;4;"joy8way";2;"preliminary";"good";"good"
"bubsymphb";"Bubble Symphony (bootleg with OKI6295)";1994;"bublbob2";"bublbob2";"raster";"horizontal";320;224;58.97;4;"joy8way";4;"preliminary";"good";"good"
"qtorimon";"Quiz Torimonochou (Japan)";1990;;;"raster";"horizontal";320;224;60;2;;4;"good";"good";"good"
"qtheater";"Quiz Theater - 3tsu no Monogatari (Ver 2.3J 1994/11/10)";1994;;;"raster";"horizontal";320;224;58.97;4;"joy8way";4;"good";"good";"good"
"quizhq";"Quiz H.Q. (Japan)";1990;;;"raster";"horizontal";320;224;60;2;;5;"good";"good";"good"
"qzshowby";"Quiz Sekai wa SHOW by shobai (Japan)";1993;;;"raster";"horizontal";320;224;60;4;;4;"good";"good";"good"
"stakwin";"Stakes Winner / Stakes Winner - GI kinzen seihae no michi";1995;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"quartet";"Quartet (Rev A, 8751 315-5194)";1986;;;"raster";"horizontal";320;224;60;4;"joy8way";2;"preliminary";"good";"good"
"neocup98";"Neo-Geo Cup '98 - The Road to the Victory";1998;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"twrldc94a";"Tecmo World Cup '94 (set 2)";1994;"twrldc94";"twrldc94";"raster";"horizontal";320;224;60;2;"joy8way";4;"preliminary";"good";"good"
"dondokodj";"Don Doko Don (Japan)";1989;"dondokod";"dondokod";"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"qjinsei";"Quiz Jinsei Gekijoh (Japan)";1992;;;"raster";"horizontal";320;224;60;2;;5;"good";"good";"good"
"qcrayon";"Quiz Crayon Shinchan (Japan)";1993;;;"raster";"horizontal";320;224;60;2;;5;"good";"good";"good"
"nastarw";"Nastar Warrior (US)";1988;"nastar";"nastar";"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"findlove";"Find Love (J 971212 V1.000)";1997;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"preliminary";"good";"imperfect"
"qzchikyu";"Quiz Chikyu Bouei Gun (Japan)";1991;;;"raster";"horizontal";320;224;60;2;;5;"good";"good";"good"
"qzquest";"Quiz Quest - Hime to Yuusha no Monogatari (Japan)";1991;;;"raster";"horizontal";320;224;60;2;;5;"good";"good";"good"
"dondokodu";"Don Doko Don (US)";1989;"dondokod";"dondokod";"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"quizkof";"Quiz King of Fighters";1995;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"sss";"Steep Slope Sliders (JUET 981110 V1.000)";1998;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"imperfect";"good";"imperfect"
"bubsymphe";"Bubble Symphony (Ver 2.5O 1994/10/05)";1994;"bublbob2";"bublbob2";"raster";"horizontal";320;224;58.97;4;"joy8way";4;"good";"good";"good"
"quizdai2";"Quiz Meitantei Neo & Geo - Quiz Daisousa Sen part 2";1992;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"f1superb";"F1 Super Battle";1994;;;"raster";"horizontal";320;224;60;4;"stick";5;"preliminary";"good";"preliminary"
"outrunb";"Out Run (bootleg)";1986;"outrun";"outrun";"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"samsho4k";"Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV)";1996;"samsho4";"samsho4";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"dunkshot";"Dunk Shot (FD1089A 317-0022)";1986;;;"raster";"horizontal";320;224;60.054389;4;"trackball";2;"good";"good";"good"
"pass";"Pass";1992;;;"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"eswatj";"E-Swat - Cyber Police (set 1, Japan, FD1094 317-0128)";1989;"eswat";"eswat";"raster";"horizontal";320;224;60.054389;2;"joy8way";3;"good";"good";"good"
"smgpu1";"Super Monaco GP (set 5, US, Rev B, FD1094 317-0125a)";1989;"smgp";"smgp";"raster";"horizontal";320;224;59.637405;1;"paddle";2;"good";"good";"good"
"eswatu";"E-Swat - Cyber Police (set 2, US, FD1094 317-0129)";1989;"eswat";"eswat";"raster";"horizontal";320;224;60.054389;2;"joy8way";3;"good";"good";"good"
"p47aces";"P-47 Aces";1995;;;"raster";"horizontal";320;224;60;2;"joy8way";5;"imperfect";"good";"imperfect"
"ridhero";"Riding Hero (set 1)";1990;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"contcircua";"Continental Circus (US set 2)";1987;"contcirc";"contcirc";"raster";"horizontal";320;224;60;1;"joy2way";7;"imperfect";"good";"good"
"contcirc";"Continental Circus (World)";1987;;;"raster";"horizontal";320;224;60;1;"joy2way";7;"imperfect";"good";"good"
"eaglshot";"Eagle Shot Golf";1994;;;"raster";"horizontal";320;224;60;2;"joy8way";3;"imperfect";"good";"good"
"smgp";"Super Monaco GP (set 9, World, Rev B, 'Twin', FD1094 317-0126a)";1989;;;"raster";"horizontal";320;224;59.637405;1;"paddle";2;"good";"good";"good"
"smgpja";"Super Monaco GP (set 1, Japan, Rev A, FD1094 317-0124a)";1989;"smgp";"smgp";"raster";"horizontal";320;224;59.637405;1;"paddle";2;"good";"good";"good"
"enchfrst";"Enchanted Forest (E - 23/06/95, Local)";1995;;;"raster";"horizontal";320;224;60;0;;;"preliminary";"good";"preliminary"
"smgpu";"Super Monaco GP (set 6, US, Rev C, FD1094 317-0125a)";1989;"smgp";"smgp";"raster";"horizontal";320;224;59.637405;1;"paddle";2;"good";"good";"good"
"overtop";"Over Top";1996;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"pblbeach";"Pebble Beach - The Great Shot (JUE 950913 V0.990)";1995;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"imperfect";"good";"imperfect"
"eswat";"E-Swat - Cyber Police (set 3, World, FD1094 317-0130)";1989;;;"raster";"horizontal";320;224;60.054389;2;"joy8way";3;"good";"good";"good"
"sokyugrt";"Soukyugurentai / Terra Diver (JUET 960821 V1.000)";1996;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"imperfect";"good";"imperfect"
"endurobl";"Enduro Racer (bootleg set 1)";1986;"enduror";"enduror";"raster";"horizontal";320;224;60.054389;1;"stick";;"good";"good";"good"
"eswatbl";"E-Swat - Cyber Police (bootleg)";1989;"eswat";"eswat";"raster";"horizontal";320;224;60;2;"joy8way";3;"preliminary";"good";"imperfect"
"shangonrb";"Super Hang-On (bootleg)";1992;"shangon";"shangon";"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"suprleag";"Super League (FD1094 317-0045)";1987;;;"raster";"horizontal";320;224;60.054389;2;"trackball";11;"good";"good";"good"
"outrundx";"Out Run (deluxe sitdown)";1986;"outrun";"outrun";"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"outrunra";"Out Run (sitdown/upright, Rev A)";1986;"outrun";"outrun";"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"outruno";"Out Run (sitdown/upright)";1986;"outrun";"outrun";"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"sbm";"Sonic Blast Man (Japan)";1990;;;"raster";"horizontal";320;224;60;2;"joy8way";4;"good";"good";"good"
"neobombe";"Neo Bomberman";1997;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"speglsht";"Super Eagle Shot";1994;;;"raster";"horizontal";320;224;60;2;"joy8way";3;"imperfect";"good";"good"
"neodrift";"Neo Drift Out - New Technology";1996;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"exctleag";"Excite League (FD1094 317-0079)";1988;;;"raster";"horizontal";320;224;60.054389;2;"trackball";11;"good";"good";"good"
"scfinals";"Super Cup Finals (Ver 2.1O 1993/11/19)";1993;;;"raster";"horizontal";320;224;58.97;4;"joy8way";4;"good";"good";"good"
"pipeline";"Pipeline";1990;;;"raster";"horizontal";320;224;60;1;"joy8way";1;"preliminary";"good";"preliminary"
"deadconxj";"Dead Connection (Japan)";1992;"deadconx";"deadconx";"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"ringrageu";"Ring Rage (Ver 2.3A 1992/08/09)";1992;"ringrage";"ringrage";"raster";"horizontal";320;224;58.97;4;"joy8way";4;"imperfect";"good";"imperfect"
"smleague";"Super Major League (U 960108 V1.000)";1995;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"preliminary";"good";"imperfect"
"pkgnshdx";"Pachinko Gindama Shoubu DX (Japan)";1998;;;"raster";"horizontal";320;224;60;2;"paddle";1;"imperfect";"good";"good"
"outrun";"Out Run (sitdown/upright, Rev B)";1986;;;"raster";"horizontal";320;224;60.054389;1;"paddle";1;"good";"good";"good"
"ringragej";"Ring Rage (Ver 2.3J 1992/08/09)";1992;"ringrage";"ringrage";"raster";"horizontal";320;224;58.97;4;"joy8way";4;"imperfect";"good";"imperfect"
"pkgnsh";"Pachinko Gindama Shoubu (Japan)";1998;;;"raster";"horizontal";320;224;60;2;"paddle";2;"imperfect";"good";"good"
"shangonro";"Super Hang-On (Japan, FD1094 317-0038)";1992;"shangon";"shangon";"raster";"horizontal";320;224;60.054389;1;"paddle";2;"good";"good";"good"
"cameltrya";"Cameltry (World, YM2203 + M6295)";1989;"cameltry";"cameltry";"raster";"horizontal";320;224;60;2;"dial";1;"good";"good";"good"
"eightman";"Eight Man";1991;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"deadconx";"Dead Connection (World)";1992;;;"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"cameltry";"Cameltry (US, YM2610)";1989;;;"raster";"horizontal";320;224;60;2;"dial";1;"good";"good";"good"
"ejihon";"Ejihon Tantei Jimusyo (J 950613 V1.000)";1995;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"imperfect";"good";"imperfect"
"endurob2";"Enduro Racer (bootleg set 2)";1986;"enduror";"enduror";"raster";"horizontal";320;224;60.054389;1;"stick";;"preliminary";"good";"good"
"penbros";"Penguin Brothers (Japan)";2000;;;"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"smgp5";"Super Monaco GP (set 7, World, 'Air Drive Cabinet', FD1094 317-0126)";1989;"smgp";"smgp";"raster";"horizontal";320;224;59.637405;1;"paddle";2;"good";"good";"good"
"riotcity";"Riot City (Japan)";1991;;;"raster";"horizontal";320;224;60.054389;2;"joy8way";3;"good";"good";"good"
"commandw";"Command War - Super Special Battle & War Game (Ver 0.0J) (Prototype)";1992;;;"raster";"horizontal";320;224;58.97;4;"joy8way";4;"imperfect";"good";"good"
"quartet2a";"Quartet 2 (unprotected)";1986;"quartet";"quartet";"raster";"horizontal";320;224;60;2;"joy8way";3;"good";"good";"good"
"neomrdo";"Neo Mr. Do!";1996;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"quartet2";"Quartet 2 (8751 317-0010)";1986;"quartet";"quartet";"raster";"horizontal";320;224;60;2;"joy8way";3;"good";"good";"good"
"catt";"Catt (Japan)";1993;"mcatadv";"mcatadv";"raster";"horizontal";320;224;60;2;"joy8way";3;"good";"good";"good"
"turfmast";"Neo Turf Masters / Big Tournament Golf";1996;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"cameltryj";"Cameltry (Japan, YM2610)";1989;"cameltry";"cameltry";"raster";"horizontal";320;224;60;2;"dial";1;"good";"good";"good"
"ridheroh";"Riding Hero (set 2)";1990;"ridhero";"ridhero";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"sdodgeb";"Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu";1996;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"solfigtr";"Solitary Fighter (World)";1991;;;"raster";"horizontal";320;224;60;2;"joy8way";3;"good";"good";"good"
"cameltryau";"Cameltry (US, YM2203 + M6295)";1989;"cameltry";"cameltry";"raster";"horizontal";320;224;60;2;"dial";1;"good";"good";"good"
"breakrev";"Breakers Revenge";1998;;"neogeo";"raster";"horizontal";320;224;59.185606;2;"joy8way";4;"good";"good";"good"
"tengai";"Tengai (World)";1996;;;"raster";"horizontal";320;224;59.9;2;"joy8way";3;"good";"good";"good"
"dinorex";"Dino Rex (World)";1992;;;"raster";"horizontal";320;224;60;2;"joy8way";3;"good";"good";"good"
"nastar";"Nastar (World)";1988;;;"raster";"horizontal";320;224;60;2;"joy8way";2;"good";"good";"good"
"diehard";"Die Hard Arcade (UET 960515 V1.000)";1996;;"stvbios";"raster";"horizontal";320;224;59.828244;2;"joy8way";6;"imperfect";"good";"imperfect"
